date,code,open,high,low,close,preclose,volume,amount,pctChg
2023-01-18,sh.000001,3227.5947,3234.8169,3220.3703,3224.4060,3224.2448,21210973000,266068176682.4000,0.005000
2023-01-19,sh.000001,3221.5179,3240.2794,3210.3825,3240.2794,3224.4060,22646503000,296815557255.9000,0.492289
2023-01-20,sh.000001,3247.2031,3267.0579,3247.2031,3264.8138,3240.2794,27321918200,329028168424.9000,0.757169
2023-01-30,sh.000001,3308.8694,3310.4903,3266.7580,3269.3180,3264.8138,35332582900,453177014110.3000,0.137962
2023-01-31,sh.000001,3266.1442,3277.2524,3252.0145,3255.6692,3269.3180,30016295700,375260749568.7000,-0.417482
2023-02-01,sh.000001,3262.1961,3284.9224,3245.4113,3284.9213,3255.6692,33950941000,413395187748.5000,0.898497
2023-02-02,sh.000001,3291.7828,3295.7636,3272.4140,3285.6705,3284.9213,33341313300,428662803430.2000,0.022807
2023-02-03,sh.000001,3275.6578,3275.6578,3235.3533,3263.4059,3285.6705,29334281400,378648522965.3000,-0.677627
2023-02-06,sh.000001,3244.7007,3250.3514,3226.2112,3238.6978,3263.4059,26705310700,349127264894.7000,-0.757126
2023-02-07,sh.000001,3245.2297,3250.0330,3233.8334,3248.0940,3238.6978,25094645000,321257641942.9000,0.290123
2023-02-08,sh.000001,3251.5006,3257.1140,3230.4393,3232.1063,3248.0940,23453048100,293332736125.8000,-0.492218
2023-02-09,sh.000001,3227.7278,3270.3826,3225.7724,3270.3826,3232.1063,25475452900,351760831733.2000,1.184253
2023-02-10,sh.000001,3266.4367,3269.9944,3247.2296,3260.6734,3270.3826,26062692600,341749872023.9000,-0.296883
2023-02-13,sh.000001,3256.9881,3285.0913,3252.6327,3284.1599,3260.6734,29721318800,397011413405.7000,0.720296
2023-02-14,sh.000001,3288.9742,3293.7338,3279.1894,3293.2825,3284.1599,27097416800,355558052442.5000,0.277776
2023-02-15,sh.000001,3294.0150,3296.1995,3274.5505,3280.4919,3293.2825,26993912300,357621816130.5000,-0.388385
2023-02-16,sh.000001,3281.7352,3308.8279,3231.3421,3249.0295,3280.4919,38086354500,468382512227.4000,-0.959076
2023-02-17,sh.000001,3244.7325,3262.4729,3223.2581,3224.0243,3249.0295,27845123700,355625842543.0000,-0.769621
2023-02-20,sh.000001,3230.4728,3291.0388,3225.8427,3290.3383,3224.0243,32500773300,397720315305.1000,2.056870
2023-02-21,sh.000001,3291.6312,3308.7908,3282.4360,3306.5236,3290.3383,32440944900,390691271556.0000,0.491904
2023-02-22,sh.000001,3292.0489,3307.0343,3286.7207,3291.1477,3306.5236,25540398500,320515620001.2000,-0.465017
2023-02-23,sh.000001,3293.5219,3307.4385,3275.3621,3287.4770,3291.1477,26232430400,334364534378.3000,-0.111533
2023-02-24,sh.000001,3287.2553,3288.3922,3253.9748,3267.1597,3287.4770,23420630600,308004347731.0000,-0.618021
2023-02-27,sh.000001,3256.9998,3276.5791,3251.7213,3258.0344,3267.1597,24285534400,324605090924.8000,-0.279304
2023-02-28,sh.000001,3265.7420,3280.4154,3246.1446,3279.6053,3258.0344,25162503200,318030137286.4000,0.662083
2023-03-01,sh.000001,3279.1364,3315.1604,3272.0351,3312.3478,3279.6053,31839870400,384387413830.3000,0.998367
2023-03-02,sh.000001,3308.0113,3320.7441,3306.4554,3310.6536,3312.3478,32852001600,389390626878.8000,-0.051148
2023-03-03,sh.000001,3314.7727,3330.6046,3302.6231,3328.3927,3310.6536,34399691900,388860006704.9000,0.535819
2023-03-06,sh.000001,3332.0235,3333.0619,3308.7255,3322.0259,3328.3927,34053044600,431616811145.0000,-0.191288
2023-03-07,sh.000001,3320.2110,3342.8585,3284.4099,3285.0988,3322.0259,38995795600,430081145229.3000,-1.111584
